text,created_at,id,edit_history_tweet_ids,author_id
"A Seeker just bought a Rare 𝗦𝗵𝗶𝗯𝗮 𝗜𝗴𝗻𝗶𝘁𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/B2LplVnH8X

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/jiXusZlTWK",2025-05-28T10:05:59.000Z,1927667663007830143,['1927667663007830143'],1821142828304756736
"🔥 The BIGGЕST #SОNIC #Drор #Аnnоuncеmеnt is here! 🚀 Jоin the actiоn!

https://t.co/Zg3gpyI4li $SОNIC

CNpvhnU5 @viqtaufiq24 @Kachinga24 @_WallyG @ani18anano @Melo_Aurory @SeemaVe19510389",2025-05-28T10:05:31.000Z,1927667545613472233,['1927667545613472233'],1198180873
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/lKMat8bmEJ",2025-05-28T08:00:47.000Z,1927636152883757379,['1927636152883757379'],1821142828304756736
"A Seeker just bought a Rare 𝗪𝗮𝗹𝗽𝘂𝗳𝗳 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/MqsxsI45FI

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/hukSu3FmOT",2025-05-28T08:00:45.000Z,1927636144746807655,['1927636144746807655'],1821142828304756736
"🔥 Post 4392 of 100,000 — You’ve been tagged!

The $W bonus is active 💸
You may be eligible to claim now:
Info 👉 https://t.co/uRtkFKoCP8

— Wormhole News

🫂 @Melo_Aurory @SECRETOFCRIPTO @habStar162262 @YohanesWilliem @REDSKY1905 @35503429T",2025-05-28T04:21:44.000Z,1927581028605898985,['1927581028605898985'],1919487899722252290
"🔥 Post 79312 of 100,000 — You’ve been tagged!

The SOLV bonus is active 💸
You may be eligible to claim now:
Info 👉 https://t.co/bvgppwozyN
— SOLV NEWS

🫂 @Melo_Aurory @Adeekay888 @VeronikaAvva @Fan23230Fan @omidl4308 @Kimberly09330",2025-05-28T04:00:49.000Z,1927575764095959180,['1927575764095959180'],1919524910621458435
"We are excited to announce that you can qualify for a $SOL drop!

Claim here:https://t.co/yURltjSJ2s

@Melo_Aurory @fatcatsmeme @GraftinSzn @Alves18_ONSOL @Marc0sGP @cornel_aci @HasibHossa65435 @Roman_824 @MyronPPP @MaryohS TPJ85ku",2025-05-28T02:41:55.000Z,1927555906922799459,['1927555906922799459'],1926501641932402688
"A Seeker just bought a Rare 𝗪𝗮𝗹𝗽𝘂𝗳𝗳 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/MqsxsI45FI

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/utWcxL5Jxk",2025-05-28T01:46:43.000Z,1927542014901444754,['1927542014901444754'],1821142828304756736
"A Seeker just bought a Rare 𝗕𝗶𝘁𝗲𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟱)! 🔥

LFGame ⚡

Details: https://t.co/oAMBtLuywf

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/XB8TVHb9wh",2025-05-27T22:26:13.000Z,1927491560523846089,['1927491560523846089'],1821142828304756736
"A Seeker just bought a Rare 𝗨𝗻𝗶𝗸𝗶𝗿𝗶𝗻 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 50 $AURY  (6.55 $USD)

LFGame ⚡

Details: https://t.co/yAZOfhDpcE

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/9BsIWCFxev",2025-05-27T19:40:51.000Z,1927449942005555206,['1927449942005555206'],1821142828304756736
"🔥 The BIGGЕST #SОNIC #Drор #Аnnоuncеmеnt is here! 🚀 Jоin the actiоn!

https://t.co/LVZnu1xgtB $SОNIC

SLN8u2KB @Melo_Aurory @Zakareia312 @dii_hien71390 @EmmanuelWaira @UmarGarba190554 @alreadeathed1",2025-05-27T17:53:40.000Z,1927422970286273000,['1927422970286273000'],266309961
"We are excited to announce that you can qualify for a $SOLV rewards!

Check your eligibility and claim here: https://t.co/Dbznp0gLNs

🫂 Invited users: @ListenZhy @Melo_Aurory @DaBing98 @darryringeth @iamhamedgh 

Q6MKw #SOLV",2025-05-27T17:24:22.000Z,1927415594812371215,['1927415594812371215'],1919503903311507456
"A Seeker just bought a 𝗟𝗘𝗚𝗘𝗡𝗗𝗔𝗥𝗬 𝗭𝘇𝗼𝗼 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 1300 $AURY  (170.43 $USD)

LFGame ⚡

Details: https://t.co/BH97ungAQN

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/aBA2lAyb2y",2025-05-27T16:40:06.000Z,1927404456435490963,['1927404456435490963'],1821142828304756736
"A Seeker just bought a Rare 𝗪𝗮𝘀𝘀𝗶𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/vfStAOCL0A

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/HOLUciwDSu",2025-05-27T16:19:59.000Z,1927399393373630611,['1927399393373630611'],1821142828304756736
"A Seeker just bought a Rare 𝗦𝗵𝗶𝗯𝗮𝗿𝗸 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 50 $AURY  (6.54 $USD)

LFGame ⚡

Details: https://t.co/q0as9mXflT

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/sQpjRe8JW1",2025-05-27T16:09:56.000Z,1927396863180689861,['1927396863180689861'],1821142828304756736
"A Seeker just bought a Rare 𝗗𝗶𝗻𝗼𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/kXRIbpzYJr

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/jIiMJfQfgc",2025-05-27T16:09:51.000Z,1927396844818014329,['1927396844818014329'],1821142828304756736
"A Seeker just bought a Rare 𝗡𝘂𝗺𝗯𝗲𝗿 𝟵 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/hVXDztgiSQ

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/NYHjKKREBG",2025-05-27T16:04:49.000Z,1927395575323930920,['1927395575323930920'],1821142828304756736
@ekzzxx @Monkey10_45 Only great talents in the Aurory community! 🌟,2025-05-27T14:49:25.000Z,1927376601869676720,['1927376601869676720'],1461746508345315335
"@DaoryAurory @Monkey10_45 I neeed thiss 
Aurory collection",2025-05-27T13:36:55.000Z,1927358357972697109,['1927358357972697109'],1610505345037926400
"We are excited to announce that you can qualify for a $SOLV rewards!

Check your eligibility and claim here: https://t.co/FtAoN98bif

🫂 Invited users: @Nick57991410 @doku_para_m @TeraPorter13 @billalhafidz @Melo_Aurory 

Ux7NK #RZR",2025-05-27T13:13:37.000Z,1927352493467382269,['1927352493467382269'],1919515399982628864
@SHIH0THEWRLD good morning aurory,2025-05-27T10:15:39.000Z,1927307705003188486,['1927307705003188486'],1502059230630596612
@kev4evaa Meow! Paws up if you're marking your calendar—just don’t forget to leave room for chasing $TAILS and hunting rare Aurory NFTs.  #tokentails,2025-05-27T05:55:59.000Z,1927242357537210720,['1927242357537210720'],1900139316606885898
"A Seeker just bought a Rare 𝗪𝗮𝗹𝗽𝘂𝗳𝗳 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/MqsxsI45FI

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/Thc46KSZDC",2025-05-27T02:48:41.000Z,1927195224796742027,['1927195224796742027'],1821142828304756736
"A Seeker just bought a Rare 𝗥𝗮𝗰𝗰𝗼𝗶𝗻 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/guGCQWXlMs

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/69KDJq81zX",2025-05-27T02:48:39.000Z,1927195214835327330,['1927195214835327330'],1821142828304756736
"A Seeker just bought a Rare 𝗪𝗮𝗹𝗽𝘂𝗳𝗳 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/MqsxsI45FI

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/HjlLd6gj30",2025-05-26T20:43:05.000Z,1927103218007306465,['1927103218007306465'],1821142828304756736
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/1vCazj2p7y",2025-05-26T20:43:02.000Z,1927103206313591207,['1927103206313591207'],1821142828304756736
"Hey Aurory, we're keeping your calendar on here, never miss a thing! https://t.co/s5PwRzSqSL",2025-05-26T17:54:55.000Z,1927060894833328237,['1927060894833328237'],1608231195476918272
"A Seeker just bought a Rare 𝗛𝗼𝗹𝗹𝗼𝘄𝗼𝗼 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 110 $AURY  (13.61 $USD)

LFGame ⚡

Details: https://t.co/HYirLOY1sP

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/4QF0kPbGSs",2025-05-26T16:52:39.000Z,1927045225660211683,['1927045225660211683'],1821142828304756736
"A Seeker just bought a Rare 𝗚𝗵𝗼𝘂𝗹𝗶𝗮𝘁𝗵 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 149 $AURY  (18.43 $USD)

LFGame ⚡

Details: https://t.co/FsuKzqy6tv

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/xwmF3GUTIp",2025-05-26T16:52:36.000Z,1927045214889275546,['1927045214889275546'],1821142828304756736
"A Seeker just bought a Rare 𝗧𝗼𝗸𝗼𝗺𝗮 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/QvOaWeh5lH

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/qNwKQrwZxN",2025-05-26T16:27:25.000Z,1927038875970506896,['1927038875970506896'],1821142828304756736
"A Seeker just bought a Rare 𝗗𝗶𝗻𝗼𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/kXRIbpzYJr

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/xYcsUaQx4H",2025-05-26T16:12:21.000Z,1927035083891867908,['1927035083891867908'],1821142828304756736
"A Seeker just bought a Rare 𝗔𝘅𝗼𝗯𝘂𝗯𝗯𝗹𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/S8bDpR16QY

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/eqtPuGazVj",2025-05-26T16:07:18.000Z,1927033814531895386,['1927033814531895386'],1821142828304756736
"A Seeker just bought a Rare 𝗕𝗹𝗼𝗰𝗸 𝗖𝗵𝗼𝘆 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/ZDOdZ2XLw0

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/PauowPxzR7",2025-05-26T16:07:16.000Z,1927033805916791199,['1927033805916791199'],1821142828304756736
"A Seeker just bought a Rare 𝗡𝘂𝗺𝗯𝗲𝗿 𝟵 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 100 $AURY  (12.45 $USD)

LFGame ⚡

Details: https://t.co/hVXDztgiSQ

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/pfrw729Bso",2025-05-26T16:07:14.000Z,1927033796446064919,['1927033796446064919'],1821142828304756736
"A Seeker just bought a Rare 𝗦𝗵𝗶𝗯𝗮 𝗜𝗴𝗻𝗶𝘁𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/B2LplVnH8X

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/SrDfxqBNpW",2025-05-26T16:02:11.000Z,1927032524527558898,['1927032524527558898'],1821142828304756736
"We are excited to announce that you can qualify for a $SOLV rewards!

Check your eligibility and claim here: https://t.co/e0bG1T162W

🫂 Invited users: @alexwang89 @E99XsGSimZ76509 @Melo_Aurory @Adam4rmy @SarahODwyer13 

VCwuz",2025-05-26T13:15:17.000Z,1926990524562481335,['1926990524562481335'],1919455799765540864
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/E2ujkA7KWt",2025-05-26T12:26:48.000Z,1926978322614948211,['1926978322614948211'],1821142828304756736
